"IdUbigeo","Departamento","Provincia","Distrito","Genero","TotalPoblacion","CantidadAfiliados","PorcentajeAP"
210403,PUNO,CHUCUITO,HUACULLANI,MASCULINO,11651,2162,0.19
21903,ANCASH,SIHUAS,ALFONSO UGARTE,MASCULINO,402,293,0.73
30102,APURIMAC,ABANCAY,CHACOCHE,FEMENINO,615,757,1.23
90113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,MASCULINO,1422,886,0.62
150137,LIMA,LIMA,SANTA ANITA,FEMENINO,119000,77531,0.65
10604,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,FEMENINO,1359,1114,0.82
80607,CUSCO,CANCHIS,SAN PEDRO,FEMENINO,1367,1250,0.91
40412,AREQUIPA,CASTILLA,UNON,MASCULINO,179,57,0.32
40301,AREQUIPA,CARAVELI,CARAVELI,MASCULINO,1929,1665,0.86
90722,HUANCAVELICA,TAYACAJA,PICHOS,MASCULINO,1807,237,0.13
20507,ANCASH,BOLOGNESI,COLQUIOC,FEMENINO,2108,878,0.42
140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,FEMENINO,95947,69970,0.73
150707,LIMA,HUAROCHIRI,HUACHUPAMPA,MASCULINO,1542,157,0.1
21709,ANCASH,RECUAY,TAPACOCHA,FEMENINO,237,212,0.89
21901,ANCASH,SIHUAS,SIHUAS,FEMENINO,2778,2991,1.08
50503,AYACUCHO,LA MAR,AYNA,FEMENINO,5713,4572,0.8
21601,ANCASH,POMABAMBA,POMABAMBA,MASCULINO,8701,7636,0.88
60309,CAJAMARCA,CELENDIN,SOROCHUCO,FEMENINO,4749,4718,0.99
50612,AYACUCHO,LUCANAS,OCANA,FEMENINO,1556,1059,0.68
61109,CAJAMARCA,SAN MIGUEL,NIEPOS,MASCULINO,2153,1851,0.86
200704,PIURA,TALARA,LOBITOS,MASCULINO,756,425,0.56
190301,PASCO,OXAPAMPA,OXAPAMPA,MASCULINO,7405,6966,0.94
60102,CAJAMARCA,CAJAMARCA,ASUNCION,MASCULINO,7148,4625,0.65
60202,CAJAMARCA,CAJABAMBA,CACHACHI,MASCULINO,12966,13423,1.04
90611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,MASCULINO,282,542,1.92
151019,LIMA,YAUYOS,LINCHA,FEMENINO,493,260,0.53
150719,LIMA,HUAROCHIRI,SAN JUAN DE IRIS,MASCULINO,1001,91,0.09
40607,AREQUIPA,CONDESUYOS,SALAMANCA,FEMENINO,472,317,0.67
200207,PIURA,AYABACA,PAIMAS,MASCULINO,5201,5228,1.01
51101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,MASCULINO,4561,3515,0.77
110209,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,MASCULINO,866,455,0.53
130610,LA LIBERTAD,OTUZCO,PARANDAY,MASCULINO,373,298,0.8
160102,LORETO,MAYNAS,ALTO NANAY,MASCULINO,1359,1750,1.29
20110,ANCASH,HUARAZ,PARIACOTO,MASCULINO,2371,2516,1.06
60309,CAJAMARCA,CELENDIN,SOROCHUCO,MASCULINO,5227,4718,0.9
120104,JUNIN,HUANCAYO,CARHUACALLANGA,FEMENINO,659,85,0.13
120423,JUNIN,JAUJA,PACCHA,FEMENINO,928,816,0.88
120129,JUNIN,HUANCAYO,SAN AGUSTIN,MASCULINO,6307,5871,0.93
20506,ANCASH,BOLOGNESI,CANIS,FEMENINO,703,104,0.15
200805,PIURA,SECHURA,VICE,MASCULINO,7565,7021,0.93
60418,CAJAMARCA,CHOTA,TOCMOCHE,FEMENINO,530,473,0.89
130205,LA LIBERTAD,ASCOPE,PAIJAN,MASCULINO,13813,10878,0.79
100607,HUANUCO,LEONCIO PRADO,PUCAYACU,MASCULINO,2309,1349,0.58
40301,AREQUIPA,CARAVELI,CARAVELI,FEMENINO,1999,1665,0.83
131005,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,MASCULINO,1508,1282,0.85
70101,CALLAO,CALLAO,CALLAO,MASCULINO,219169,0,0
30403,APURIMAC,AYMARAES,CARAYBAMBA,FEMENINO,757,463,0.61
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,MASCULINO,1093,1108,1.01
30105,APURIMAC,ABANCAY,HUANIPACA,FEMENINO,2456,1651,0.67
90106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,MASCULINO,1318,756,0.57
110304,ICA,NAZCA,MARCONA,MASCULINO,5882,4234,0.72
40408,AREQUIPA,CASTILLA,MACHAGUAY,MASCULINO,374,273,0.73
151014,LIMA,YAUYOS,HUANCAYA,FEMENINO,816,139,0.17
20907,ANCASH,CORONGO,YUPAN,FEMENINO,525,154,0.29
100205,HUANUCO,AMBO,HUACAR,MASCULINO,3891,3368,0.87
110208,ICA,CHINCHA,SAN JUAN DE YANAC,MASCULINO,156,383,2.46
30412,APURIMAC,AYMARAES,SANAYCA,MASCULINO,724,461,0.64
100701,HUANUCO,MARANON,HUACRACHUCO,MASCULINO,8370,7625,0.91
110503,ICA,PISCO,HUMAY,MASCULINO,3053,2306,0.76
150104,LIMA,LIMA,BARRANCO,FEMENINO,14776,11384,0.77
90405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,MASCULINO,640,478,0.75
130206,LA LIBERTAD,ASCOPE,RAZURI,MASCULINO,4714,3013,0.64
81305,CUSCO,URUBAMBA,MARAS,FEMENINO,2935,3014,1.03
130604,LA LIBERTAD,OTUZCO,CHARAT,MASCULINO,1486,1385,0.93
61107,CAJAMARCA,SAN MIGUEL,LLAPA,FEMENINO,2893,2498,0.86
150609,LIMA,HUARAL,SAN MIGUEL DE ACOS,FEMENINO,483,260,0.54
220204,SAN MARTIN,BELLAVISTA,HUALLAGA,MASCULINO,1486,983,0.66
90609,HUANCAVELICA,HUAYTARA,QUITO ARMA,FEMENINO,424,311,0.73
22004,ANCASH,YUNGAY,MATACOTO,MASCULINO,836,700,0.84
40304,AREQUIPA,CARAVELI,ATIQUIPA,MASCULINO,510,235,0.46
30712,APURIMAC,GRAU,VILCABAMBA,MASCULINO,684,577,0.84
150727,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,FEMENINO,1372,993,0.72
130401,LA LIBERTAD,CHEPEN,CHEPEN,MASCULINO,26540,18971,0.71
230202,TACNA,CANDARAVE,CAIRANI,FEMENINO,702,375,0.53
130504,LA LIBERTAD,JULCAN,HUASO,MASCULINO,3736,3159,0.85
190204,PASCO,DANIEL ALCIDES CARRION,PAUCAR,FEMENINO,866,1118,1.29
100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,FEMENINO,4059,2014,0.5
220903,SAN MARTIN,SAN MARTIN,CACATACHI,MASCULINO,1733,1586,0.92
40405,AREQUIPA,CASTILLA,CHILCAYMARCA,FEMENINO,647,312,0.48
20304,ANCASH,ANTONIO RAIMONDI,CHINGAS,MASCULINO,999,915,0.92
100103,HUANUCO,HUANUCO,CHINCHAO,MASCULINO,7140,9844,1.38
100802,HUANUCO,PACHITEA,CHAGLLA,MASCULINO,5730,5780,1.01
40112,AREQUIPA,AREQUIPA,PAUCARPATA,MASCULINO,67680,43811,0.65
210903,PUNO,MOHO,HUAYRAPATA,FEMENINO,2116,1744,0.82
90713,HUANCAVELICA,TAYACAJA,QUISHUAR,FEMENINO,452,447,0.99
90309,HUANCAVELICA,ANGARAES,JULCAMARCA,MASCULINO,866,526,0.61
160305,LORETO,LORETO,URARINAS,MASCULINO,7471,8355,1.12
230401,TACNA,TARATA,TARATA,FEMENINO,2002,1324,0.66
80402,CUSCO,CALCA,COYA,FEMENINO,2003,1434,0.72
40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,MASCULINO,28701,19841,0.69
40503,AREQUIPA,CAYLLOMA,CABANACONDE,MASCULINO,1233,1037,0.84
10505,AMAZONAS,LUYA,CONILA,MASCULINO,1038,837,0.81
70105,CALLAO,CALLAO,LA PUNTA,FEMENINO,1641,1563,0.95
10518,AMAZONAS,LUYA,SAN JERONIMO,MASCULINO,434,209,0.48
40604,AREQUIPA,CONDESUYOS,CHICHAS,MASCULINO,313,228,0.73
120121,JUNIN,HUANCAYO,HUAYUCACHI,MASCULINO,4703,5181,1.1
131004,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,MASCULINO,1251,979,0.78
30415,APURIMAC,AYMARAES,TINTAY,MASCULINO,1667,1100,0.66
210808,PUNO,MELGAR,SANTA ROSA,FEMENINO,3741,2935,0.78
100106,HUANUCO,HUANUCO,QUISQUI,MASCULINO,4285,2169,0.51
170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,FEMENINO,5918,7544,1.27
70107,CALLAO,CALLAO,MI PERU,MASCULINO,31832,5461,0.17
90116,HUANCAVELICA,HUANCAVELICA,VILCA,FEMENINO,1467,1151,0.78
150108,LIMA,LIMA,CHORRILLOS,FEMENINO,168677,0,0
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,FEMENINO,1340,743,0.55
40511,AREQUIPA,CAYLLOMA,LLUTA,MASCULINO,616,431,0.7
200105,PIURA,PIURA,CATACAOS,MASCULINO,38128,27233,0.71
110502,ICA,PISCO,HUANCANO,FEMENINO,862,595,0.69
130811,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,MASCULINO,1377,1129,0.82
160403,LORETO,MARISCAL RAMON CASTILLA,YAVARI,MASCULINO,7884,6635,0.84
100606,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,FEMENINO,4850,6437,1.33
50401,AYACUCHO,HUANTA,HUANTA,MASCULINO,21871,22457,1.03
30608,APURIMAC,CHINCHEROS,RANRACANCHA,FEMENINO,2638,2353,0.89
211002,PUNO,SAN ANTONIO DE PUTINA,ANANEA,FEMENINO,18948,3498,0.18
10309,AMAZONAS,BONGARA,SAN CARLOS,FEMENINO,166,141,0.85
40122,AREQUIPA,AREQUIPA,SOCABAYA,MASCULINO,41109,20469,0.5
40808,AREQUIPA,LA UNION,SAYLA,MASCULINO,279,139,0.5
200801,PIURA,SECHURA,SECHURA,FEMENINO,22163,20113,0.91
230406,TACNA,TARATA,SUSAPAYA,MASCULINO,390,229,0.59
90713,HUANCAVELICA,TAYACAJA,QUISHUAR,MASCULINO,472,447,0.95
240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,MASCULINO,6310,5005,0.79
210902,PUNO,MOHO,CONIMA,MASCULINO,1501,1727,1.15
120108,JUNIN,HUANCAYO,CHONGOS ALTO,MASCULINO,703,683,0.97
101101,HUANUCO,YAROWILCA,CHAVINILLO,MASCULINO,3258,3090,0.95
40510,AREQUIPA,CAYLLOMA,LARI,FEMENINO,776,481,0.62
20509,ANCASH,BOLOGNESI,HUASTA,MASCULINO,1279,626,0.49
220907,SAN MARTIN,SAN MARTIN,HUIMBAYOC,MASCULINO,1719,2700,1.57
210202,PUNO,AZANGARO,ACHAYA,MASCULINO,2292,1628,0.71
210303,PUNO,CARABAYA,AYAPATA,FEMENINO,6816,3084,0.45
21808,ANCASH,SANTA,SANTA,MASCULINO,10564,11272,1.07
10302,AMAZONAS,BONGARA,CHISQUILLA,MASCULINO,148,176,1.19
60506,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,FEMENINO,564,478,0.85
50617,AYACUCHO,LUCANAS,SAN PEDRO,MASCULINO,1533,1247,0.81
120706,JUNIN,TARMA,PALCA,FEMENINO,2919,3405,1.17
61308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,MASCULINO,992,804,0.81
220808,SAN MARTIN,RIOJA,YORONGOS,FEMENINO,1941,1356,0.7
20106,ANCASH,HUARAZ,JANGAS,FEMENINO,2591,1954,0.75
101001,HUANUCO,LAURICOCHA,JESUS,MASCULINO,3175,2019,0.64
150719,LIMA,HUAROCHIRI,SAN JUAN DE IRIS,FEMENINO,880,91,0.1
60503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,FEMENINO,769,711,0.92
40311,AREQUIPA,CARAVELI,LOMAS,FEMENINO,766,473,0.62
100904,HUANUCO,PUERTO INCA,TOURNAVISTA,FEMENINO,2650,2992,1.13
81307,CUSCO,URUBAMBA,YUCAY,MASCULINO,1735,1093,0.63
60615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,FEMENINO,648,610,0.94
10512,AMAZONAS,LUYA,OCALLI,MASCULINO,2022,1592,0.79
61202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,MASCULINO,2454,1923,0.78
50705,AYACUCHO,PARINACOCHAS,PULLO,MASCULINO,2230,2548,1.14
60106,CAJAMARCA,CAJAMARCA,JESUS,FEMENINO,7065,8629,1.22
60503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,MASCULINO,713,711,1
100510,HUANUCO,HUAMALIES,SINGA,MASCULINO,1846,1713,0.93
200107,PIURA,PIURA,CURA MORI,FEMENINO,9701,6821,0.7
40127,AREQUIPA,AREQUIPA,YARABAMBA,FEMENINO,617,533,0.86
101102,HUANUCO,YAROWILCA,CAHUAC,MASCULINO,2544,734,0.29
10508,AMAZONAS,LUYA,LONYA CHICO,MASCULINO,474,402,0.85
21101,ANCASH,HUARMEY,HUARMEY,MASCULINO,12306,10874,0.88
50105,AYACUCHO,HUAMANGA,CHIARA,MASCULINO,3732,3042,0.82
180103,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,FEMENINO,1232,298,0.24
150716,LIMA,HUAROCHIRI,SAN ANTONIO,FEMENINO,3697,18732,5.07
80403,CUSCO,CALCA,LAMAY,FEMENINO,2922,2930,1
90206,HUANCAVELICA,ACOBAMBA,PAUCARA,FEMENINO,18109,6173,0.34
10104,AMAZONAS,CHACHAPOYAS,CHETO,MASCULINO,301,334,1.11
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,FEMENINO,3400,2863,0.84
61111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,MASCULINO,2368,2210,0.93
70103,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,MASCULINO,22320,15931,0.71
50404,AYACUCHO,HUANTA,IGUAIN,MASCULINO,1718,1631,0.95
30705,APURIMAC,GRAU,MAMARA,MASCULINO,503,359,0.71
110508,ICA,PISCO,TUPAC AMARU INCA,FEMENINO,8911,5387,0.6
10102,AMAZONAS,CHACHAPOYAS,ASUNCION,MASCULINO,139,118,0.85
61103,CAJAMARCA,SAN MIGUEL,CALQUIS,FEMENINO,2103,2160,1.03
150513,LIMA,CANETE,SAN ANTONIO,FEMENINO,2193,1346,0.61
101004,HUANUCO,LAURICOCHA,QUEROPALCA,FEMENINO,1531,363,0.24
211205,PUNO,SANDIA,PHARA,FEMENINO,2708,2215,0.82
211303,PUNO,YUNGUYO,COPANI,MASCULINO,2599,2414,0.93
190208,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,FEMENINO,837,479,0.57
100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,43089,33757,0.78
20604,ANCASH,CARHUAZ,ANTA,MASCULINO,1333,1300,0.98
60808,CAJAMARCA,JAEN,PUCARA,MASCULINO,3882,3498,0.9
180106,MOQUEGUA,MARISCAL NIETO,TORATA,FEMENINO,3856,1265,0.33
190112,PASCO,PASCO,VICCO,MASCULINO,1057,1040,0.98
61104,CAJAMARCA,SAN MIGUEL,CATILLUC,FEMENINO,1728,1668,0.97
40115,AREQUIPA,AREQUIPA,QUEQUENA,FEMENINO,732,694,0.95
150902,LIMA,OYON,ANDAJES,MASCULINO,571,228,0.4
21501,ANCASH,PALLASCA,CABANA,MASCULINO,1414,1167,0.83
21005,ANCASH,HUARI,HUACACHI,FEMENINO,946,978,1.03
50806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,FEMENINO,710,553,0.78
130905,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,FEMENINO,8401,7092,0.84
220201,SAN MARTIN,BELLAVISTA,BELLAVISTA,MASCULINO,6912,8744,1.27
21404,ANCASH,OCROS,CARHUAPAMPA,FEMENINO,451,134,0.3
130808,LA LIBERTAD,PATAZ,PARCOY,FEMENINO,13907,7613,0.55
90116,HUANCAVELICA,HUANCAVELICA,VILCA,MASCULINO,1671,1151,0.69
60414,CAJAMARCA,CHOTA,PION,FEMENINO,820,760,0.93
90106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,FEMENINO,1648,756,0.46
210808,PUNO,MELGAR,SANTA ROSA,MASCULINO,3890,2935,0.75
150121,LIMA,LIMA,PUEBLO LIBRE,MASCULINO,44450,18881,0.42
10608,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC,MASCULINO,280,248,0.89
120603,JUNIN,SATIPO,LLAYLLA,MASCULINO,3079,2019,0.66
50206,AYACUCHO,CANGALLO,TOTOS,FEMENINO,1846,1729,0.94
20201,ANCASH,AIJA,AIJA,MASCULINO,832,683,0.82
120116,JUNIN,HUANCAYO,HUACRAPUQUIO,MASCULINO,724,781,1.08
50604,AYACUCHO,LUCANAS,CARMEN SALCEDO,FEMENINO,2124,630,0.3
130807,LA LIBERTAD,PATAZ,ONGON,FEMENINO,988,669,0.68
60403,CAJAMARCA,CHOTA,CHADIN,FEMENINO,2003,2048,1.02
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,FEMENINO,4010,2712,0.68
81306,CUSCO,URUBAMBA,OLLANTAYTAMBO,FEMENINO,5881,4767,0.81
160304,LORETO,LORETO,TROMPETEROS,FEMENINO,5914,5762,0.97
160603,LORETO,UCAYALI,PADRE MARQUEZ,FEMENINO,4164,2559,0.61
150802,LIMA,HUAURA,AMBAR,FEMENINO,1562,1180,0.76
40811,AREQUIPA,LA UNION,TORO,MASCULINO,454,248,0.55
220602,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,MASCULINO,3788,7435,1.96
130601,LA LIBERTAD,OTUZCO,OTUZCO,MASCULINO,14856,12616,0.85
61204,CAJAMARCA,SAN PABLO,TUMBADEN,FEMENINO,1692,1899,1.12
220701,SAN MARTIN,PICOTA,PICOTA,MASCULINO,4147,5250,1.27
80913,CUSCO,LA CONVENCION,VILLA KINTIARINA,MASCULINO,1031,394,0.38
150117,LIMA,LIMA,LOS OLIVOS,FEMENINO,190193,116022,0.61
40512,AREQUIPA,CAYLLOMA,MACA,FEMENINO,381,329,0.86
61204,CAJAMARCA,SAN PABLO,TUMBADEN,MASCULINO,1941,1899,0.98
90601,HUANCAVELICA,HUAYTARA,HUAYTARA,MASCULINO,1096,950,0.87
10107,AMAZONAS,CHACHAPOYAS,GRANADA,FEMENINO,195,191,0.98
30708,APURIMAC,GRAU,PROGRESO,FEMENINO,1727,1784,1.03
110209,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,FEMENINO,856,455,0.53
80201,CUSCO,ACOMAYO,ACOMAYO,MASCULINO,2893,2415,0.83
210402,PUNO,CHUCUITO,DESAGUADERO,MASCULINO,16058,5801,0.36
210113,PUNO,PUNO,SAN ANTONIO,FEMENINO,2006,503,0.25
100703,HUANUCO,MARANON,SAN BUENAVENTURA,FEMENINO,1337,1325,0.99
130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,MASCULINO,10368,5346,0.52
90705,HUANCAVELICA,TAYACAJA,COLCABAMBA,MASCULINO,6425,9689,1.51
140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,MASCULINO,9230,5362,0.58
40208,AREQUIPA,CAMANA,SAMUEL PASTOR,MASCULINO,8106,6679,0.82
30301,APURIMAC,ANTABAMBA,ANTABAMBA,FEMENINO,1617,1326,0.82
90723,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,MASCULINO,530,110,0.21
130702,LA LIBERTAD,PACASMAYO,GUADALUPE,FEMENINO,22105,17031,0.77
120804,JUNIN,YAULI,MARCAPOMACOCHA,MASCULINO,612,240,0.39
230401,TACNA,TARATA,TARATA,MASCULINO,1405,1324,0.94
30409,APURIMAC,AYMARAES,LUCRE,MASCULINO,1107,887,0.8
50617,AYACUCHO,LUCANAS,SAN PEDRO,FEMENINO,1597,1247,0.78
150731,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,MASCULINO,2399,1497,0.62
50806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,MASCULINO,537,553,1.03
120207,JUNIN,CONCEPCION,HEROINAS TOLEDO,FEMENINO,567,587,1.04
120305,JUNIN,CHANCHAMAYO,SAN RAMON,MASCULINO,14036,10207,0.73
120130,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,MASCULINO,5647,4677,0.83
40402,AREQUIPA,CASTILLA,ANDAGUA,MASCULINO,525,489,0.93
60602,CAJAMARCA,CUTERVO,CALLAYUC,MASCULINO,5062,5223,1.03
120124,JUNIN,HUANCAYO,PARIAHUANCA,MASCULINO,3092,3264,1.06
100322,HUANUCO,DOS DE MAYO,SILLAPATA,FEMENINO,1297,990,0.76
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,FEMENINO,177,137,0.77
120809,JUNIN,YAULI,SUITUCANCHA,MASCULINO,512,345,0.67
220804,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,MASCULINO,23787,22415,0.94
200109,PIURA,PIURA,LA ARENA,FEMENINO,19467,16613,0.85
50504,AYACUCHO,LA MAR,CHILCAS,FEMENINO,1578,891,0.56
150129,LIMA,LIMA,SAN BARTOLO,MASCULINO,4121,2840,0.69
160605,LORETO,UCAYALI,SARAYACU,FEMENINO,8967,7368,0.82
21102,ANCASH,HUARMEY,COCHAPETI,FEMENINO,417,330,0.79
90308,HUANCAVELICA,ANGARAES,HUALLAY-GRANDE,FEMENINO,1101,596,0.54
250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MASCULINO,51563,47161,0.91
90723,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,FEMENINO,518,110,0.21
10205,AMAZONAS,BAGUA,IMAZA,MASCULINO,12223,20522,1.68
80507,CUSCO,CANAS,QUEHUE,FEMENINO,1779,1481,0.83
50608,AYACUCHO,LUCANAS,LARAMATE,MASCULINO,744,664,0.89
60801,CAJAMARCA,JAEN,JAEN,MASCULINO,50982,46578,0.91
30713,APURIMAC,GRAU,VIRUNDO,MASCULINO,637,350,0.55
211203,PUNO,SANDIA,LIMBANI,FEMENINO,2381,1266,0.53
150112,LIMA,LIMA,INDEPENDENCIA,FEMENINO,113073,76265,0.67
210406,PUNO,CHUCUITO,POMATA,FEMENINO,8238,7041,0.85
250304,UCAYALI,PADRE ABAD,NESHUYA,FEMENINO,4475,2655,0.59
210801,PUNO,MELGAR,AYAVIRI,MASCULINO,12097,11448,0.95
180207,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,FEMENINO,635,234,0.37
160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,MASCULINO,9010,11658,1.29
80801,CUSCO,ESPINAR,ESPINAR,MASCULINO,16323,15312,0.94
40101,AREQUIPA,AREQUIPA,AREQUIPA,FEMENINO,26452,14005,0.53
140205,LAMBAYEQUE,FERRENAFE,PITIPO,FEMENINO,12038,9441,0.78
10519,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,MASCULINO,249,231,0.93
10512,AMAZONAS,LUYA,OCALLI,FEMENINO,2233,1592,0.71
80201,CUSCO,ACOMAYO,ACOMAYO,FEMENINO,2781,2415,0.87
10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,FEMENINO,13734,12467,0.91
150709,LIMA,HUAROCHIRI,HUAROCHIRI,MASCULINO,709,721,1.02
81306,CUSCO,URUBAMBA,OLLANTAYTAMBO,MASCULINO,5597,4767,0.85
40106,AREQUIPA,AREQUIPA,CHIGUATA,MASCULINO,1512,1254,0.83
21904,ANCASH,SIHUAS,CASHAPAMPA,MASCULINO,1540,982,0.64
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,FEMENINO,2732,2888,1.06
50106,AYACUCHO,HUAMANGA,OCROS,MASCULINO,3267,3051,0.93
90614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,MASCULINO,294,224,0.76
220703,SAN MARTIN,PICOTA,CASPIZAPA,MASCULINO,1054,928,0.88
200403,PIURA,MORROPON,CHALACO,FEMENINO,4716,4174,0.89
250202,UCAYALI,ATALAYA,SEPAHUA,FEMENINO,4770,4335,0.91
50608,AYACUCHO,LUCANAS,LARAMATE,FEMENINO,763,664,0.87
150404,LIMA,CANTA,HUAROS,FEMENINO,417,299,0.72
110106,ICA,ICA,PARCONA,MASCULINO,29050,18106,0.62
20902,ANCASH,CORONGO,ACO,MASCULINO,242,184,0.76
81006,CUSCO,PARURO,OMACHA,FEMENINO,3641,3136,0.86
10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,FEMENINO,409,327,0.8
50618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,MASCULINO,671,488,0.73
200410,PIURA,MORROPON,YAMANGO,FEMENINO,5042,4195,0.83
160301,LORETO,LORETO,NAUTA,MASCULINO,15718,17346,1.1
50112,AYACUCHO,HUAMANGA,SOCOS,FEMENINO,3617,3044,0.84
101107,HUANUCO,YAROWILCA,PAMPAMARCA,MASCULINO,1167,733,0.63
170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,MASCULINO,2660,3363,1.26
120902,JUNIN,CHUPACA,AHUAC,MASCULINO,3329,2769,0.83
60109,CAJAMARCA,CAJAMARCA,MAGDALENA,FEMENINO,4701,4845,1.03
230108,TACNA,TACNA,POCOLLAY,FEMENINO,11468,5225,0.46
200606,PIURA,SULLANA,MIGUEL CHECA,FEMENINO,4455,3395,0.76
210407,PUNO,CHUCUITO,ZEPITA,FEMENINO,9907,8298,0.84
160801,LORETO,PUTUMAYO,PUTUMAYO,FEMENINO,2342,1386,0.59
120211,JUNIN,CONCEPCION,MITO,FEMENINO,649,638,0.98
10609,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,FEMENINO,5079,5139,1.01
130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,MASCULINO,7367,7795,1.06
250303,UCAYALI,PADRE ABAD,CURIMANA,MASCULINO,4078,5407,1.33
30208,APURIMAC,ANDAHUAYLAS,PACOBAMBA,FEMENINO,2410,1834,0.76
90105,HUANCAVELICA,HUANCAVELICA,CUENCA,FEMENINO,1038,840,0.81
30410,APURIMAC,AYMARAES,POCOHUANCA,FEMENINO,615,426,0.69
30610,APURIMAC,CHINCHEROS,EL PORVENIR,FEMENINO,1034,167,0.16
40503,AREQUIPA,CAYLLOMA,CABANACONDE,FEMENINO,1288,1037,0.81
90507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,FEMENINO,3636,2782,0.77
150407,LIMA,CANTA,SANTA ROSA DE QUIVES,MASCULINO,4304,3365,0.78
50702,AYACUCHO,PARINACOCHAS,CHUMPI,FEMENINO,1387,1088,0.78
150807,LIMA,HUAURA,LEONCIO PRADO,FEMENINO,1117,922,0.83
140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,FEMENINO,44789,36115,0.81
30713,APURIMAC,GRAU,VIRUNDO,FEMENINO,681,350,0.51
120701,JUNIN,TARMA,TARMA,MASCULINO,25160,21552,0.86
140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,FEMENINO,11478,10192,0.89
90703,HUANCAVELICA,TAYACAJA,ACRAQUIA,MASCULINO,2644,2014,0.76
140119,LAMBAYEQUE,CHICLAYO,PUCALA,MASCULINO,4760,2174,0.46
60112,CAJAMARCA,CAJAMARCA,SAN JUAN,MASCULINO,2670,2176,0.81
150801,LIMA,HUAURA,HUACHO,MASCULINO,32154,18908,0.59
150810,LIMA,HUAURA,SANTA MARIA,MASCULINO,17826,13057,0.73
