"IdUbigeo","Departamento","Provincia","Distrito","Genero","TotalPoblacion","CantidadAfiliados","PorcentajeAP"
210804,PUNO,MELGAR,LLALLI,FEMENINO,2308,1562,0.68
30416,APURIMAC,AYMARAES,TORAYA,MASCULINO,1005,591,0.59
110210,ICA,CHINCHA,SUNAMPE,MASCULINO,14683,7461,0.51
81209,CUSCO,QUISPICANCHI,MARCAPATA,MASCULINO,2292,2288,1
10605,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,FEMENINO,1592,692,0.43
140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,FEMENINO,9118,6477,0.71
220702,SAN MARTIN,PICOTA,BUENOS AIRES,FEMENINO,1755,1520,0.87
80912,CUSCO,LA CONVENCION,VILLA VIRGEN,MASCULINO,856,653,0.76
131201,LA LIBERTAD,VIRU,VIRU,MASCULINO,35590,16627,0.47
140204,LAMBAYEQUE,FERRENAFE,MANUEL ANTONIO MESONES MURO,MASCULINO,2177,1954,0.9
50412,AYACUCHO,HUANTA,CHACA,FEMENINO,1233,123,0.1
220504,SAN MARTIN,LAMAS,CAYNARACHI,MASCULINO,3954,4585,1.16
150515,LIMA,CANETE,SANTA CRUZ DE FLORES,FEMENINO,1542,940,0.61
190105,PASCO,PASCO,NINACACA,FEMENINO,1672,2112,1.26
131007,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,FEMENINO,1662,1506,0.91
220906,SAN MARTIN,SAN MARTIN,EL PORVENIR,MASCULINO,1298,998,0.77
10510,AMAZONAS,LUYA,LUYA VIEJO,FEMENINO,234,209,0.89
20602,ANCASH,CARHUAZ,ACOPAMPA,FEMENINO,1323,1269,0.96
20501,ANCASH,BOLOGNESI,CHIQUIAN,MASCULINO,1867,1761,0.94
30305,APURIMAC,ANTABAMBA,OROPESA,FEMENINO,1568,1152,0.73
200203,PIURA,AYABACA,JILILI,MASCULINO,1399,1497,1.07
90714,HUANCAVELICA,TAYACAJA,SALCABAMBA,MASCULINO,2351,2269,0.97
131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,FEMENINO,7952,5216,0.66
110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,MASCULINO,3269,1909,0.58
30704,APURIMAC,GRAU,HUAILLATI,MASCULINO,854,794,0.93
30220,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,MASCULINO,1944,525,0.27
120408,JUNIN,JAUJA,HUAMALI,MASCULINO,992,713,0.72
50201,AYACUCHO,CANGALLO,CANGALLO,MASCULINO,3737,2476,0.66
50407,AYACUCHO,HUANTA,SIVIA,MASCULINO,7221,5395,0.75
60809,CAJAMARCA,JAEN,SALLIQUE,FEMENINO,4439,3839,0.86
60808,CAJAMARCA,JAEN,PUCARA,FEMENINO,3840,3498,0.91
200605,PIURA,SULLANA,MARCAVELICA,MASCULINO,14776,11444,0.77
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,MASCULINO,2685,3080,1.15
10204,AMAZONAS,BAGUA,EL PARCO,MASCULINO,711,683,0.96
20107,ANCASH,HUARAZ,LA LIBERTAD,FEMENINO,546,596,1.09
20102,ANCASH,HUARAZ,COCHABAMBA,MASCULINO,982,812,0.83
210212,PUNO,AZANGARO,SAN JOSE,MASCULINO,3199,2302,0.72
100207,HUANUCO,AMBO,SAN RAFAEL,MASCULINO,6218,5426,0.87
170204,MADRE DE DIOS,MANU,HUEPETUHE,FEMENINO,3994,3635,0.91
151016,LIMA,YAUYOS,HUANTAN,MASCULINO,391,308,0.79
120602,JUNIN,SATIPO,COVIRIALI,MASCULINO,3121,1870,0.6
81301,CUSCO,URUBAMBA,URUBAMBA,FEMENINO,10411,9560,0.92
21709,ANCASH,RECUAY,TAPACOCHA,MASCULINO,233,212,0.91
80707,CUSCO,CHUMBIVILCAS,QUINOTA,MASCULINO,2452,2179,0.89
230108,TACNA,TACNA,POCOLLAY,MASCULINO,10840,5225,0.48
21016,ANCASH,HUARI,UCO,FEMENINO,884,649,0.73
80702,CUSCO,CHUMBIVILCAS,CAPACMARCA,FEMENINO,2398,2317,0.97
130109,LA LIBERTAD,TRUJILLO,SALAVERRY,MASCULINO,9777,6349,0.65
20906,ANCASH,CORONGO,YANAC,FEMENINO,396,277,0.7
120607,JUNIN,SATIPO,RIO NEGRO,MASCULINO,14362,11141,0.78
101003,HUANUCO,LAURICOCHA,JIVIA,MASCULINO,1460,507,0.35
200207,PIURA,AYABACA,PAIMAS,FEMENINO,5452,5228,0.96
22002,ANCASH,YUNGAY,CASCAPARA,FEMENINO,1141,704,0.62
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,MASCULINO,2829,2888,1.02
200410,PIURA,MORROPON,YAMANGO,MASCULINO,4824,4195,0.87
110201,ICA,CHINCHA,CHINCHA ALTA,FEMENINO,31773,19729,0.62
10513,AMAZONAS,LUYA,OCUMAL,FEMENINO,2260,1768,0.78
61004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,FEMENINO,3319,3129,0.94
210215,PUNO,AZANGARO,TIRAPATA,FEMENINO,1520,1449,0.95
210703,PUNO,LAMPA,CALAPUJA,MASCULINO,797,783,0.98
220910,SAN MARTIN,SAN MARTIN,MORALES,MASCULINO,15459,12113,0.78
150704,LIMA,HUAROCHIRI,CARAMPOMA,MASCULINO,916,151,0.16
170201,MADRE DE DIOS,MANU,MANU,FEMENINO,1856,1184,0.64
220105,SAN MARTIN,MOYOBAMBA,SORITOR,FEMENINO,17762,11201,0.63
200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,MASCULINO,7394,6672,0.9
30503,APURIMAC,COTABAMBAS,COYLLURQUI,MASCULINO,4416,3946,0.89
21006,ANCASH,HUARI,HUACCHIS,FEMENINO,1023,833,0.81
90308,HUANCAVELICA,ANGARAES,HUALLAY-GRANDE,MASCULINO,1129,596,0.53
131201,LA LIBERTAD,VIRU,VIRU,FEMENINO,34998,16627,0.48
110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,FEMENINO,3206,1909,0.6
20508,ANCASH,BOLOGNESI,HUALLANCA,MASCULINO,4028,2883,0.72
200111,PIURA,PIURA,LAS LOMAS,FEMENINO,14009,13808,0.99
20106,ANCASH,HUARAZ,JANGAS,MASCULINO,2496,1954,0.78
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,FEMENINO,12982,11967,0.92
150607,LIMA,HUARAL,LAMPIAN,FEMENINO,237,148,0.62
200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,FEMENINO,3462,3320,0.96
60107,CAJAMARCA,CAJAMARCA,LLACANORA,MASCULINO,2885,2557,0.89
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,MASCULINO,626,568,0.91
80303,CUSCO,ANTA,CACHIMAYO,FEMENINO,1141,848,0.74
21010,ANCASH,HUARI,PAUCAS,FEMENINO,957,858,0.9
250103,UCAYALI,CORONEL PORTILLO,IPARIA,MASCULINO,5889,8287,1.41
200109,PIURA,PIURA,LA ARENA,MASCULINO,19318,16613,0.86
80504,CUSCO,CANAS,LANGUI,FEMENINO,1232,1094,0.89
21506,ANCASH,PALLASCA,LACABAMBA,MASCULINO,287,244,0.85
180102,MOQUEGUA,MARISCAL NIETO,CARUMAS,MASCULINO,2651,648,0.24
210706,PUNO,LAMPA,PALCA,MASCULINO,1523,880,0.58
120904,JUNIN,CHUPACA,HUACHAC,MASCULINO,2172,1416,0.65
21306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,MASCULINO,3365,3228,0.96
60609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,MASCULINO,989,1036,1.05
120902,JUNIN,CHUPACA,AHUAC,FEMENINO,2811,2769,0.99
120134,JUNIN,HUANCAYO,SICAYA,FEMENINO,3860,4744,1.23
90104,HUANCAVELICA,HUANCAVELICA,CONAYCA,MASCULINO,643,374,0.58
220102,SAN MARTIN,MOYOBAMBA,CALZADA,FEMENINO,2302,2001,0.87
240105,TUMBES,TUMBES,SAN JACINTO,MASCULINO,4410,3460,0.78
21905,ANCASH,SIHUAS,CHINGALPO,MASCULINO,541,499,0.92
190101,PASCO,PASCO,CHAUPIMARCA,FEMENINO,12520,9678,0.77
40413,AREQUIPA,CASTILLA,URACA,FEMENINO,3799,2769,0.73
200304,PIURA,HUANCABAMBA,HUARMACA,MASCULINO,21277,19881,0.93
230403,TACNA,TARATA,ESTIQUE,MASCULINO,388,80,0.21
220501,SAN MARTIN,LAMAS,LAMAS,FEMENINO,6435,7420,1.15
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,MASCULINO,12409,11967,0.96
50809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,FEMENINO,106,112,1.06
50107,AYACUCHO,HUAMANGA,PACAYCASA,MASCULINO,1652,1632,0.99
130608,LA LIBERTAD,OTUZCO,MACHE,FEMENINO,1635,1650,1.01
131102,LA LIBERTAD,GRAN CHIMU,LUCMA,MASCULINO,3401,2245,0.66
100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,46654,33757,0.72
30411,APURIMAC,AYMARAES,SAN JUAN DE CHACNA,MASCULINO,427,344,0.81
90204,HUANCAVELICA,ACOBAMBA,CAJA,FEMENINO,1467,1047,0.71
30609,APURIMAC,CHINCHEROS,ROCCHACC,FEMENINO,1730,274,0.16
220908,SAN MARTIN,SAN MARTIN,JUAN GUERRA,MASCULINO,1604,1481,0.92
210113,PUNO,PUNO,SAN ANTONIO,MASCULINO,1942,503,0.26
20703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,MASCULINO,2940,2277,0.77
10116,AMAZONAS,CHACHAPOYAS,OLLEROS,FEMENINO,190,169,0.89
21603,ANCASH,POMABAMBA,PAROBAMBA,MASCULINO,3716,3300,0.89
60610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,FEMENINO,1999,1594,0.8
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,FEMENINO,20229,22493,1.11
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,FEMENINO,38281,28172,0.74
90412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,FEMENINO,386,305,0.79
150725,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,FEMENINO,132,103,0.78
20602,ANCASH,CARHUAZ,ACOPAMPA,MASCULINO,1384,1269,0.92
101107,HUANUCO,YAROWILCA,PAMPAMARCA,FEMENINO,961,733,0.76
50808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,FEMENINO,279,145,0.52
60901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,MASCULINO,18395,17191,0.93
200806,PIURA,SECHURA,RINCONADA-LLICUAR,MASCULINO,1631,1303,0.8
150724,LIMA,HUAROCHIRI,CASTA,FEMENINO,686,434,0.63
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,MASCULINO,4673,3814,0.82
10612,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,FEMENINO,1961,1001,0.51
120418,JUNIN,JAUJA,MOLINOS,MASCULINO,807,808,1
30305,APURIMAC,ANTABAMBA,OROPESA,MASCULINO,1596,1152,0.72
120429,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,FEMENINO,419,290,0.69
21403,ANCASH,OCROS,CAJAMARQUILLA,FEMENINO,286,86,0.3
150805,LIMA,HUAURA,HUALMAY,FEMENINO,14755,9892,0.67
80606,CUSCO,CANCHIS,SAN PABLO,FEMENINO,2319,2346,1.01
30704,APURIMAC,GRAU,HUAILLATI,FEMENINO,861,794,0.92
140118,LAMBAYEQUE,CHICLAYO,POMALCA,FEMENINO,12666,7742,0.61
200405,PIURA,MORROPON,MORROPON,MASCULINO,7287,5608,0.77
210214,PUNO,AZANGARO,SANTIAGO DE PUPUJA,FEMENINO,2531,2195,0.87
200111,PIURA,PIURA,LAS LOMAS,MASCULINO,13597,13808,1.02
80802,CUSCO,ESPINAR,CONDOROMA,MASCULINO,730,433,0.59
211206,PUNO,SANDIA,QUIACA,FEMENINO,1367,1119,0.82
60419,CAJAMARCA,CHOTA,CHALAMARCA,MASCULINO,6036,5664,0.94
211204,PUNO,SANDIA,PATAMBUCO,MASCULINO,2128,2463,1.16
81201,CUSCO,QUISPICANCHI,URCOS,MASCULINO,4950,5293,1.07
120802,JUNIN,YAULI,CHACAPALPA,FEMENINO,367,290,0.79
190101,PASCO,PASCO,CHAUPIMARCA,MASCULINO,14312,9678,0.68
101005,HUANUCO,LAURICOCHA,RONDOS,FEMENINO,3684,2464,0.67
120204,JUNIN,CONCEPCION,CHAMBARA,FEMENINO,1365,1335,0.98
50908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,MASCULINO,544,397,0.73
50704,AYACUCHO,PARINACOCHAS,PACAPAUSA,FEMENINO,1558,255,0.16
190308,PASCO,OXAPAMPA,CONSTITUCION,MASCULINO,5773,8442,1.46
80703,CUSCO,CHUMBIVILCAS,CHAMACA,FEMENINO,4506,3393,0.75
210901,PUNO,MOHO,MOHO,MASCULINO,8394,6889,0.82
10201,AMAZONAS,BAGUA,BAGUA,MASCULINO,13368,11385,0.85
170202,MADRE DE DIOS,MANU,FITZCARRALD,FEMENINO,881,687,0.78
80401,CUSCO,CALCA,CALCA,FEMENINO,11522,10189,0.88
200307,PIURA,HUANCABAMBA,SONDOR,MASCULINO,4418,4025,0.91
150506,LIMA,CANETE,COAYLLO,FEMENINO,592,396,0.67
120116,JUNIN,HUANCAYO,HUACRAPUQUIO,FEMENINO,596,781,1.31
21702,ANCASH,RECUAY,CATAC,FEMENINO,1953,1925,0.99
150725,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,MASCULINO,129,103,0.8
61306,CAJAMARCA,SANTA CRUZ,NINABAMBA,FEMENINO,1380,1172,0.85
140113,LAMBAYEQUE,CHICLAYO,REQUE,MASCULINO,8017,6843,0.85
60305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,FEMENINO,289,249,0.86
50606,AYACUCHO,LUCANAS,CHIPAO,MASCULINO,1937,1163,0.6
101005,HUANUCO,LAURICOCHA,RONDOS,MASCULINO,4174,2464,0.59
151032,LIMA,YAUYOS,VINAC,FEMENINO,947,807,0.85
80105,CUSCO,CUSCO,SAN SEBASTIAN,MASCULINO,61419,34261,0.56
80912,CUSCO,LA CONVENCION,VILLA VIRGEN,FEMENINO,1002,653,0.65
81105,CUSCO,PAUCARTAMBO,HUANCARANI,FEMENINO,3888,4020,1.03
60301,CAJAMARCA,CELENDIN,CELENDIN,MASCULINO,14866,12428,0.84
100705,HUANUCO,MARANON,SANTA ROSA DE ALTO YANAJANCA,MASCULINO,1068,896,0.84
130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,FEMENINO,8461,5928,0.7
210213,PUNO,AZANGARO,SAN JUAN DE SALINAS,MASCULINO,2325,1381,0.59
40202,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,FEMENINO,2083,1813,0.87
60608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,MASCULINO,2644,2290,0.87
110305,ICA,NAZCA,VISTA ALEGRE,MASCULINO,8083,7187,0.89
150510,LIMA,CANETE,NUEVO IMPERIAL,MASCULINO,11748,9429,0.8
50607,AYACUCHO,LUCANAS,HUAC-HUAS,FEMENINO,1626,575,0.35
40119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,MASCULINO,1152,535,0.46
210804,PUNO,MELGAR,LLALLI,MASCULINO,2596,1562,0.6
160206,LORETO,ALTO AMAZONAS,LAGUNAS,MASCULINO,7298,7613,1.04
131101,LA LIBERTAD,GRAN CHIMU,CASCAS,MASCULINO,7239,6878,0.95
130501,LA LIBERTAD,JULCAN,JULCAN,MASCULINO,6213,6164,0.99
21210,ANCASH,HUAYLAS,YURACMARCA,MASCULINO,900,1101,1.22
110108,ICA,ICA,SALAS,FEMENINO,12206,5845,0.48
40118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,MASCULINO,802,352,0.44
150506,LIMA,CANETE,COAYLLO,MASCULINO,551,396,0.72
10511,AMAZONAS,LUYA,MARIA,FEMENINO,505,389,0.77
130305,LA LIBERTAD,BOLIVAR,UCHUMARCA,MASCULINO,1430,1078,0.75
220603,SAN MARTIN,MARISCAL CACERES,HUICUNGO,FEMENINO,3582,4433,1.24
80107,CUSCO,CUSCO,SAYLLA,MASCULINO,2833,2305,0.81
140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,FEMENINO,5215,4181,0.8
21007,ANCASH,HUARI,HUACHIS,FEMENINO,1744,1419,0.81
200115,PIURA,PIURA,VEINTISEIS DE OCTUBRE,MASCULINO,80120,18485,0.23
210306,PUNO,CARABAYA,CRUCERO,MASCULINO,4811,4276,0.89
150302,LIMA,CAJATAMBO,COPA,MASCULINO,475,437,0.92
100105,HUANUCO,HUANUCO,MARGOS,FEMENINO,4879,3059,0.63
200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,MASCULINO,4727,4671,0.99
230407,TACNA,TARATA,TARUCACHI,FEMENINO,208,124,0.6
40414,AREQUIPA,CASTILLA,VIRACO,MASCULINO,873,658,0.75
90509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,MASCULINO,2170,1391,0.64
120805,JUNIN,YAULI,MOROCOCHA,FEMENINO,2965,824,0.28
30707,APURIMAC,GRAU,PATAYPAMPA,MASCULINO,544,402,0.74
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,MASCULINO,412,396,0.96
21805,ANCASH,SANTA,MORO,MASCULINO,3714,3978,1.07
90717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,FEMENINO,2523,2577,1.02
100610,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,FEMENINO,2032,1011,0.5
21101,ANCASH,HUARMEY,HUARMEY,FEMENINO,12504,10874,0.87
30205,APURIMAC,ANDAHUAYLAS,HUANCARAY,MASCULINO,2401,2058,0.86
211004,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,FEMENINO,3014,2625,0.87
120112,JUNIN,HUANCAYO,COLCA,MASCULINO,1089,538,0.49
10306,AMAZONAS,BONGARA,FLORIDA,FEMENINO,4275,3180,0.74
200804,PIURA,SECHURA,CRISTO NOS VALGA,FEMENINO,2014,2089,1.04
120810,JUNIN,YAULI,YAULI,FEMENINO,3437,738,0.21
120302,JUNIN,CHANCHAMAYO,PERENE,MASCULINO,37580,26406,0.7
60505,CAJAMARCA,CONTUMAZA,SAN BENITO,MASCULINO,1863,1679,0.9
22007,ANCASH,YUNGAY,SHUPLUY,FEMENINO,1171,1860,1.59
200603,PIURA,SULLANA,IGNACIO ESCUDERO,FEMENINO,10360,7827,0.76
150728,LIMA,HUAROCHIRI,SANTA EULALIA,FEMENINO,6136,5459,0.89
160108,LORETO,MAYNAS,PUNCHANA,FEMENINO,46328,34718,0.75
51108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,FEMENINO,2425,2001,0.83
210904,PUNO,MOHO,TILALI,MASCULINO,1444,1465,1.01
131003,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,MASCULINO,4319,2577,0.6
20802,ANCASH,CASMA,BUENA VISTA ALTA,FEMENINO,2194,2233,1.02
150714,LIMA,HUAROCHIRI,RICARDO PALMA,FEMENINO,3220,3894,1.21
60901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,FEMENINO,19372,17191,0.89
120132,JUNIN,HUANCAYO,SANO,FEMENINO,1935,2051,1.06
30103,APURIMAC,ABANCAY,CIRCA,FEMENINO,1325,804,0.61
100205,HUANUCO,AMBO,HUACAR,FEMENINO,3962,3368,0.85
210401,PUNO,CHUCUITO,JULI,MASCULINO,11520,10406,0.9
10705,AMAZONAS,UTCUBAMBA,JAMALCA,MASCULINO,4032,3307,0.82
50703,AYACUCHO,PARINACOCHAS,CORONEL CASTANEDA,FEMENINO,1319,472,0.36
80605,CUSCO,CANCHIS,PITUMARCA,FEMENINO,3686,3915,1.06
90715,HUANCAVELICA,TAYACAJA,SALCAHUASI,MASCULINO,1780,1672,0.94
210108,PUNO,PUNO,HUATA,MASCULINO,5535,1554,0.28
150904,LIMA,OYON,COCHAMARCA,MASCULINO,843,664,0.79
40206,AREQUIPA,CAMANA,OCONA,FEMENINO,2647,1801,0.68
50910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,FEMENINO,399,320,0.8
210114,PUNO,PUNO,TIQUILLACA,MASCULINO,949,721,0.76
60107,CAJAMARCA,CAJAMARCA,LLACANORA,FEMENINO,2523,2557,1.01
80103,CUSCO,CUSCO,POROY,MASCULINO,3987,3369,0.84
20701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,FEMENINO,6176,4956,0.8
150126,LIMA,LIMA,PUNTA HERMOSA,FEMENINO,4162,2295,0.55
40403,AREQUIPA,CASTILLA,AYO,MASCULINO,195,76,0.39
130608,LA LIBERTAD,OTUZCO,MACHE,MASCULINO,1642,1650,1
160102,LORETO,MAYNAS,ALTO NANAY,FEMENINO,1528,1750,1.15
221004,SAN MARTIN,TOCACHE,SHUNTE,FEMENINO,574,1111,1.94
80805,CUSCO,ESPINAR,PALLPATA,FEMENINO,2900,2793,0.96
60703,CAJAMARCA,HUALGAYOC,HUALGAYOC,MASCULINO,7817,6806,0.87
60903,CAJAMARCA,SAN IGNACIO,HUARANGO,FEMENINO,10767,10192,0.95
130809,LA LIBERTAD,PATAZ,PATAZ,FEMENINO,5080,3853,0.76
20510,ANCASH,BOLOGNESI,HUAYLLACAYAN,MASCULINO,539,538,1
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,FEMENINO,990,1108,1.12
21502,ANCASH,PALLASCA,BOLOGNESI,MASCULINO,659,543,0.82
60812,CAJAMARCA,JAEN,SANTA ROSA,MASCULINO,5520,5295,0.96
21509,ANCASH,PALLASCA,PAMPAS,MASCULINO,4556,2181,0.48
211210,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,MASCULINO,6391,4486,0.7
21006,ANCASH,HUARI,HUACCHIS,MASCULINO,1092,833,0.76
210310,PUNO,CARABAYA,USICAYOS,FEMENINO,12970,2175,0.17
20504,ANCASH,BOLOGNESI,AQUIA,MASCULINO,1282,972,0.76
150703,LIMA,HUAROCHIRI,CALLAHUANCA,FEMENINO,2281,350,0.15
60805,CAJAMARCA,JAEN,HUABAL,MASCULINO,3477,4328,1.24
10306,AMAZONAS,BONGARA,FLORIDA,MASCULINO,4307,3180,0.74
50201,AYACUCHO,CANGALLO,CANGALLO,FEMENINO,3304,2476,0.75
60405,CAJAMARCA,CHOTA,CHIMBAN,FEMENINO,1852,1240,0.67
151005,LIMA,YAUYOS,AZANGARO,MASCULINO,253,211,0.83
131203,LA LIBERTAD,VIRU,GUADALUPITO,MASCULINO,4980,2863,0.57
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,MASCULINO,19744,13144,0.67
100207,HUANUCO,AMBO,SAN RAFAEL,FEMENINO,6302,5426,0.86
150136,LIMA,LIMA,SAN MIGUEL,FEMENINO,67149,36065,0.54
240301,TUMBES,ZARUMILLA,ZARUMILLA,MASCULINO,11759,9422,0.8
90311,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,MASCULINO,1393,729,0.52
150110,LIMA,LIMA,COMAS,MASCULINO,285070,182336,0.64
160105,LORETO,MAYNAS,LAS AMAZONAS,MASCULINO,4817,4602,0.96
150122,LIMA,LIMA,MIRAFLORES,FEMENINO,39315,22705,0.58
120210,JUNIN,CONCEPCION,MATAHUASI,FEMENINO,2452,2268,0.92
200504,PIURA,PAITA,COLAN,MASCULINO,6327,6074,0.96
160601,LORETO,UCAYALI,CONTAMANA,MASCULINO,14229,13925,0.98
60802,CAJAMARCA,JAEN,BELLAVISTA,MASCULINO,7465,8116,1.09
51003,AYACUCHO,VICTOR FAJARDO,APONGO,FEMENINO,668,160,0.24
240301,TUMBES,ZARUMILLA,ZARUMILLA,FEMENINO,11547,9422,0.82
21704,ANCASH,RECUAY,HUAYLLAPAMPA,FEMENINO,609,320,0.53
120604,JUNIN,SATIPO,MAZAMARI,MASCULINO,31096,11186,0.36
70106,CALLAO,CALLAO,VENTANILLA,FEMENINO,191240,128616,0.67
30506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,MASCULINO,4114,5566,1.35
190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,MASCULINO,8605,11849,1.38
100801,HUANUCO,PACHITEA,PANAO,MASCULINO,12718,10958,0.86
210111,PUNO,PUNO,PICHACANI,MASCULINO,2877,3061,1.06
140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,MASCULINO,20340,18301,0.9
120410,JUNIN,JAUJA,HUERTAS,MASCULINO,879,1006,1.14
100323,HUANUCO,DOS DE MAYO,YANAS,MASCULINO,1800,1295,0.72
20904,ANCASH,CORONGO,CUSCA,FEMENINO,1497,1473,0.98
20609,ANCASH,CARHUAZ,SHILLA,MASCULINO,1783,1662,0.93
30208,APURIMAC,ANDAHUAYLAS,PACOBAMBA,MASCULINO,2469,1834,0.74
230107,TACNA,TACNA,PALCA,MASCULINO,605,585,0.97
150139,LIMA,LIMA,SANTA ROSA,FEMENINO,9892,7617,0.77
150113,LIMA,LIMA,JESUS MARIA,FEMENINO,33935,19310,0.57
60111,CAJAMARCA,CAJAMARCA,NAMORA,FEMENINO,5092,6009,1.18
210110,PUNO,PUNO,PAUCARCOLLA,MASCULINO,2661,2169,0.82
30711,APURIMAC,GRAU,TURPAY,FEMENINO,405,261,0.64
220301,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,FEMENINO,6361,8472,1.33
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,FEMENINO,16002,7334,0.46
20502,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,FEMENINO,631,105,0.17
100110,HUANUCO,HUANUCO,YARUMAYO,FEMENINO,1555,1069,0.69
150105,LIMA,LIMA,BRENA,FEMENINO,37893,0,0
10601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,MASCULINO,2618,2481,0.95
160301,LORETO,LORETO,NAUTA,FEMENINO,15482,17346,1.12
40124,AREQUIPA,AREQUIPA,UCHUMAYO,FEMENINO,6277,3767,0.6
21604,ANCASH,POMABAMBA,QUINUABAMBA,FEMENINO,1190,1204,1.01
30301,APURIMAC,ANTABAMBA,ANTABAMBA,MASCULINO,1601,1326,0.83
30411,APURIMAC,AYMARAES,SAN JUAN DE CHACNA,FEMENINO,443,344,0.78
220901,SAN MARTIN,SAN MARTIN,TARAPOTO,FEMENINO,37759,24079,0.64
30303,APURIMAC,ANTABAMBA,HUAQUIRCA,FEMENINO,944,703,0.74
21307,ANCASH,MARISCAL LUZURIAGA,LUCMA,MASCULINO,1738,1696,0.98
61005,CAJAMARCA,SAN MARCOS,ICHOCAN,MASCULINO,891,1051,1.18
110104,ICA,ICA,OCUCAJE,FEMENINO,1967,1487,0.76
90605,HUANCAVELICA,HUAYTARA,LARAMARCA,FEMENINO,442,290,0.66
150722,LIMA,HUAROCHIRI,SAN MATEO,MASCULINO,2616,1746,0.67
150205,LIMA,BARRANCA,SUPE PUERTO,MASCULINO,6350,4673,0.74
51004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,FEMENINO,223,154,0.69
50708,AYACUCHO,PARINACOCHAS,UPAHUACHO,FEMENINO,1479,630,0.43
220902,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,MASCULINO,339,356,1.05
150732,LIMA,HUAROCHIRI,SURCO,MASCULINO,991,607,0.61
210115,PUNO,PUNO,VILQUE,FEMENINO,1655,1224,0.74
